date,price
1994-05-26,0.8279
1994-05-27,0.8333
1994-05-31,0.8349
1994-06-01,0.8172
1994-06-02,0.8289
1994-06-03,0.8192
1994-06-06,0.8143
1994-06-07,0.811
1994-06-08,0.7965
1994-06-09,0.804
1994-06-10,0.798
1994-06-13,0.802
1994-06-14,0.7979
1994-06-15,0.7993
1994-06-16,0.8056
1994-06-17,0.7966
1994-06-20,0.7766
1994-06-21,0.7714
1994-06-22,0.7514
1994-06-23,0.7314
1994-06-24,0.7348
1994-06-27,0.7196
1994-06-28,0.7184
1994-06-29,0.7117
1994-06-30,0.7154
1994-07-01,0.7028
1994-07-05,0.6995
1994-07-06,0.702
1994-07-07,0.712
1994-07-08,0.7219
1994-07-11,0.7019
1994-07-12,0.6855
1994-07-13,0.6905
1994-07-14,0.6964
1994-07-15,0.6951
1994-07-18,0.7151
1994-07-19,0.7125
1994-07-20,0.71
1994-07-21,0.706
1994-07-22,0.726
1994-07-25,0.7415
1994-07-26,0.7345
1994-07-27,0.7303
1994-07-28,0.731
1994-07-29,0.716
1994-08-01,0.6995
1994-08-02,0.703
1994-08-03,0.7045
1994-08-04,0.7059
1994-08-05,0.7187
1994-08-08,0.7085
1994-08-09,0.7119
1994-08-10,0.7115
1994-08-11,0.7127
1994-08-12,0.6927
1994-08-15,0.6727
1994-08-16,0.6799
1994-08-17,0.6893
1994-08-18,0.69
1994-08-19,0.689
1994-08-22,0.684
1994-08-23,0.6923
1994-08-24,0.6987
1994-08-25,0.692
1994-08-26,0.695
1994-08-29,0.709
1994-08-30,0.7033
1994-08-31,0.6966
1994-09-01,0.6975
1994-09-02,0.702
1994-09-06,0.6995
1994-09-07,0.7065
1994-09-08,0.7265
1994-09-09,0.723
1994-09-12,0.7197
1994-09-13,0.724
1994-09-14,0.7242
1994-09-15,0.7158
1994-09-16,0.7003
1994-09-19,0.6973
1994-09-20,0.6995
1994-09-21,0.6848
1994-09-22,0.6845
1994-09-23,0.6826
1994-09-26,0.6826
1994-09-27,0.676
1994-09-28,0.6796
1994-09-29,0.6748
1994-09-30,0.6758
1994-10-03,0.6694
1994-10-04,0.6647
1994-10-05,0.6708
1994-10-06,0.6738
1994-10-07,0.6745
1994-10-10,0.6748
1994-10-11,0.685
1994-10-12,0.6879
1994-10-13,0.6866
1994-10-14,0.6914
1994-10-17,0.6864
1994-10-18,0.6992
1994-10-19,0.6828
1994-10-20,0.6906
1994-10-21,0.691
1994-10-24,0.706
1994-10-25,0.7197
1994-10-26,0.7191
1994-10-27,0.7283
1994-10-28,0.7195
1994-10-31,0.7225
1994-11-01,0.7244
1994-11-02,0.7227
1994-11-03,0.7194
1994-11-04,0.7177
1994-11-07,0.7326
1994-11-08,0.7299
1994-11-09,0.7225
1994-11-10,0.7313
1994-11-11,0.7307
1994-11-14,0.735
1994-11-15,0.746
1994-11-16,0.744
1994-11-17,0.7485
1994-11-18,0.7435
1994-11-21,0.7413
1994-11-22,0.7328
1994-11-23,0.7452
1994-11-28,0.7768
1994-11-29,0.7817
1994-11-30,0.7895
1994-12-01,0.8136
1994-12-02,0.8284
1994-12-05,0.817
1994-12-06,0.8234
1994-12-07,0.8417
1994-12-08,0.8409
1994-12-09,0.837
1994-12-12,0.8281
1994-12-13,0.8267
1994-12-14,0.8323
1994-12-15,0.8488
1994-12-16,0.8317
1994-12-19,0.8388
1994-12-20,0.8309
1994-12-21,0.8418
1994-12-22,0.8618
1994-12-23,0.8818
1994-12-27,0.896
1994-12-28,0.894
1994-12-29,0.8986
1994-12-30,0.9035
1995-01-03,0.8835
1995-01-04,0.9012
1995-01-05,0.8883
1995-01-06,0.8858
1995-01-09,0.8927
1995-01-10,0.8948
1995-01-11,0.8997
1995-01-12,0.9143
1995-01-13,0.9094
1995-01-16,0.8894
1995-01-17,0.8995
1995-01-18,0.9182
1995-01-19,0.9311
1995-01-20,0.9233
1995-01-23,0.9153
1995-01-24,0.9235
1995-01-25,0.9235
1995-01-26,0.9318
1995-01-27,0.9421
1995-01-30,0.9435
1995-01-31,0.9347
1995-02-01,0.921
1995-02-02,0.941
1995-02-03,0.9214
1995-02-06,0.9192
1995-02-07,0.9028
1995-02-08,0.8969
1995-02-09,0.9145
1995-02-10,0.9099
1995-02-13,0.9299
1995-02-14,0.949
1995-02-15,0.9496
1995-02-16,0.9595
1995-02-17,0.9648
1995-02-21,0.9848
1995-02-22,0.9979
1995-02-23,0.9903
1995-02-24,0.9927
1995-02-27,1.0105
1995-02-28,1.0289
1995-03-01,1.0417
1995-03-02,1.0217
1995-03-03,1.0417
1995-03-06,1.0617
1995-03-07,1.0725
1995-03-08,1.0915
1995-03-09,1.087
1995-03-10,1.096
1995-03-13,1.0951
1995-03-14,1.0936
1995-03-15,1.0909
1995-03-16,1.09
1995-03-17,1.07
1995-03-20,1.05
1995-03-21,1.056
1995-03-22,1.063
1995-03-23,1.043
1995-03-24,1.023
1995-03-27,1.003
1995-03-28,0.983
1995-03-29,0.963
1995-03-30,0.9663
1995-03-31,0.9815
1995-04-03,0.9622
1995-04-04,0.9822
1995-04-05,1.0022
1995-04-06,1.0222
1995-04-07,1.0422
1995-04-10,1.0622
1995-04-11,1.0822
1995-04-12,1.1022
1995-04-13,1.1222
1995-04-17,1.1022
1995-04-18,1.095
1995-04-19,1.115
1995-04-20,1.135
1995-04-21,1.155
1995-04-24,1.1688
1995-04-25,1.1185
1995-04-26,1.0492
1995-04-27,1.0724
1995-04-28,1.067
1995-05-01,1.0583
1995-05-02,1.0383
1995-05-03,1.0499
1995-05-04,1.0351
1995-05-05,1.0151
1995-05-08,0.9951
1995-05-09,0.9829
1995-05-10,1.0029
1995-05-11,1.0229
1995-05-12,1.0429
1995-05-15,1.0313
1995-05-16,1.0113
1995-05-17,0.9984
1995-05-18,1.0184
1995-05-19,1.0384
1995-05-22,1.0584
1995-05-23,1.0784
1995-05-24,1.0984
1995-05-25,1.1184
1995-05-26,1.1384
1995-05-30,1.1275
1995-05-31,1.0975
1995-06-01,1.1235
1995-06-02,1.1075
1995-06-05,1.0775
1995-06-06,1.0865
1995-06-07,1.1165
1995-06-08,1.132
1995-06-09,1.1185
1995-06-12,1.1005
1995-06-13,1.117
1995-06-14,1.1235
1995-06-15,1.1335
1995-06-16,1.134
1995-06-19,1.12
1995-06-20,1.129
1995-06-21,1.129
1995-06-22,1.1015
1995-06-23,1.1165
1995-06-26,1.131
1995-06-27,1.0823
1995-06-28,1.0341
1995-06-29,0.9789
1995-06-30,0.9157
1995-07-05,0.8375
1995-07-06,0.8275
1995-07-07,0.8036
1995-07-10,0.8236
1995-07-11,0.8122
1995-07-12,0.7922
1995-07-13,0.7785
1995-07-14,0.7877
1995-07-17,0.78
1995-07-18,0.7767
1995-07-19,0.7567
1995-07-20,0.758
1995-07-21,0.7603
1995-07-24,0.758
1995-07-25,0.7663
1995-07-26,0.7765
1995-07-27,0.7695
1995-07-28,0.7778
1995-07-31,0.7579
1995-08-01,0.7379
1995-08-02,0.7308
1995-08-03,0.737
1995-08-04,0.7437
1995-08-07,0.7425
1995-08-08,0.7375
1995-08-09,0.7332
1995-08-10,0.7307
1995-08-11,0.747
1995-08-14,0.767
1995-08-15,0.7691
1995-08-16,0.7675
1995-08-17,0.7875
1995-08-18,0.8075
1995-08-21,0.8275
1995-08-22,0.8535
1995-08-23,0.8446
1995-08-24,0.8146
1995-08-25,0.815
1995-08-28,0.827
1995-08-29,0.8375
1995-08-30,0.8559
1995-08-31,0.8495
1995-09-01,0.8633
1995-09-05,0.8442
1995-09-06,0.8242
1995-09-07,0.8042
1995-09-08,0.807
1995-09-11,0.8095
1995-09-12,0.8295
1995-09-13,0.8495
1995-09-14,0.8695
1995-09-15,0.8995
1995-09-18,0.9295
1995-09-19,0.8995
1995-09-20,0.9295
1995-09-21,0.9595
1995-09-22,0.957
1995-09-25,0.9275
1995-09-26,0.9309
1995-09-27,0.9082
1995-09-28,0.9004
1995-09-29,0.9036
1995-10-02,0.8968
1995-10-03,0.9056
1995-10-04,0.9172
1995-10-05,0.8872
1995-10-06,0.859
1995-10-09,0.8814
1995-10-10,0.8668
1995-10-11,0.8468
1995-10-12,0.8534
1995-10-13,0.8486
1995-10-16,0.8286
1995-10-17,0.817
1995-10-18,0.837
1995-10-19,0.8298
1995-10-20,0.8348
1995-10-23,0.8375
1995-10-24,0.8255
1995-10-25,0.8355
1995-10-26,0.8388
1995-10-27,0.8435
1995-10-30,0.8608
1995-10-31,0.8489
1995-11-01,0.8583
1995-11-02,0.8533
1995-11-03,0.8545
1995-11-06,0.866
1995-11-07,0.861
1995-11-08,0.8451
1995-11-09,0.8378
1995-11-10,0.8431
1995-11-13,0.8465
1995-11-14,0.8665
1995-11-15,0.884
1995-11-16,0.8717
1995-11-17,0.868
1995-11-20,0.8638
1995-11-21,0.8643
1995-11-22,0.8684
1995-11-27,0.855
1995-11-28,0.8465
1995-11-29,0.8494
1995-11-30,0.8531
1995-12-01,0.8583
1995-12-04,0.863
1995-12-05,0.858
1995-12-06,0.846
1995-12-07,0.8555
1995-12-08,0.861
1995-12-11,0.8621
1995-12-12,0.8465
1995-12-13,0.8545
1995-12-14,0.8566
1995-12-15,0.8484
1995-12-18,0.8295
1995-12-19,0.8104
1995-12-20,0.8105
1995-12-21,0.8229
1995-12-22,0.811
1995-12-26,0.8033
1995-12-27,0.8116
1995-12-28,0.8145
1995-12-29,0.8105
1996-01-02,0.8067
1996-01-03,0.8215
1996-01-04,0.8335
1996-01-05,0.8363
1996-01-09,0.839
1996-01-10,0.828
1996-01-11,0.8247
1996-01-12,0.8265
1996-01-15,0.8325
1996-01-16,0.8204
1996-01-17,0.8275
1996-01-18,0.8246
1996-01-19,0.845
1996-01-22,0.8432
1996-01-23,0.8456
1996-01-24,0.8642
1996-01-25,0.8774
1996-01-26,0.875
1996-01-29,0.8805
1996-01-30,0.8708
1996-01-31,0.8569
1996-02-01,0.86
1996-02-02,0.856
1996-02-05,0.8586
1996-02-06,0.841
1996-02-07,0.8443
1996-02-08,0.856
1996-02-09,0.8538
1996-02-12,0.8433
1996-02-13,0.845
1996-02-14,0.8451
1996-02-15,0.8452
1996-02-16,0.8498
1996-02-20,0.8488
1996-02-21,0.8345
1996-02-22,0.8213
1996-02-23,0.8295
1996-02-26,0.837
1996-02-27,0.8288
1996-02-28,0.8328
1996-02-29,0.8298
1996-03-01,0.8325
1996-03-04,0.8278
1996-03-05,0.8238
1996-03-06,0.8325
1996-03-07,0.8386
1996-03-08,0.8371
1996-03-11,0.8333
1996-03-12,0.8294
1996-03-13,0.834
1996-03-14,0.852
1996-03-15,0.8429
1996-03-18,0.8464
1996-03-19,0.839
1996-03-20,0.8565
1996-03-21,0.8425
1996-03-22,0.8469
1996-03-25,0.8505
1996-03-26,0.8459
1996-03-27,0.8384
1996-03-28,0.8386
1996-03-29,0.8356
1996-04-01,0.8478
1996-04-02,0.8486
1996-04-03,0.858
1996-04-04,0.8755
1996-04-08,0.8722
1996-04-09,0.869
1996-04-10,0.8737
1996-04-11,0.8675
1996-04-12,0.8599
1996-04-15,0.8389
1996-04-16,0.8317
1996-04-17,0.8345
1996-04-18,0.8432
1996-04-19,0.8423
1996-04-22,0.8393
1996-04-23,0.8269
1996-04-24,0.826
1996-04-25,0.8381
1996-04-26,0.8478
1996-04-29,0.837
1996-04-30,0.847
1996-05-01,0.8635
1996-05-02,0.8583
1996-05-03,0.8614
1996-05-06,0.8697
1996-05-07,0.8687
1996-05-08,0.865
1996-05-09,0.8544
1996-05-10,0.8275
1996-05-13,0.8293
1996-05-14,0.8287
1996-05-15,0.825
1996-05-16,0.8106
1996-05-17,0.812
1996-05-20,0.8088
1996-05-21,0.8092
1996-05-22,0.8152
1996-05-23,0.8159
1996-05-24,0.8255
1996-05-28,0.813
1996-05-29,0.7962
1996-05-30,0.784
1996-05-31,0.7928
1996-06-03,0.8032
1996-06-04,0.8139
1996-06-05,0.8055
1996-06-06,0.8054
1996-06-07,0.8195
1996-06-10,0.8172
1996-06-11,0.8003
1996-06-12,0.7996
1996-06-13,0.7707
1996-06-14,0.7629
1996-06-17,0.7793
1996-06-18,0.7818
1996-06-19,0.765
1996-06-20,0.7463
1996-06-21,0.7295
1996-06-24,0.7325
1996-06-25,0.7197
1996-06-26,0.7231
1996-06-27,0.7231
1996-06-28,0.718
1996-07-01,0.7235
1996-07-02,0.7237
1996-07-03,0.7207
1996-07-08,0.7238
1996-07-09,0.7383
1996-07-10,0.7208
1996-07-11,0.7271
1996-07-12,0.7328
1996-07-15,0.723
1996-07-16,0.728
1996-07-17,0.7245
1996-07-18,0.7275
1996-07-19,0.7352
1996-07-22,0.7425
1996-07-23,0.7265
1996-07-24,0.7265
1996-07-25,0.7197
1996-07-26,0.7207
1996-07-29,0.717
1996-07-30,0.7273
1996-07-31,0.732
1996-08-01,0.7248
1996-08-02,0.7229
1996-08-05,0.7253
1996-08-06,0.7208
1996-08-07,0.7
1996-08-08,0.703
1996-08-09,0.7025
1996-08-12,0.7325
1996-08-13,0.7475
1996-08-14,0.7385
1996-08-15,0.7347
1996-08-16,0.7272
1996-08-19,0.7212
1996-08-20,0.73
1996-08-21,0.7252
1996-08-22,0.7293
1996-08-23,0.743
1996-08-26,0.7379
1996-08-27,0.7585
1996-08-28,0.7531
1996-08-29,0.7632
1996-08-30,0.7565
1996-09-03,0.764
1996-09-04,0.7491
1996-09-05,0.7272
1996-09-06,0.731
1996-09-09,0.7176
1996-09-10,0.719
1996-09-11,0.749
1996-09-12,0.7481
1996-09-13,0.748
1996-09-16,0.7448
1996-09-17,0.7288
1996-09-18,0.7345
1996-09-19,0.7425
1996-09-20,0.7403
1996-09-23,0.7462
1996-09-24,0.7572
1996-09-25,0.7624
1996-09-26,0.7604
1996-09-27,0.7591
1996-09-30,0.755
1996-10-01,0.7616
1996-10-02,0.7775
1996-10-03,0.7679
1996-10-04,0.7673
1996-10-07,0.7765
1996-10-08,0.7585
1996-10-09,0.7623
1996-10-10,0.754
1996-10-11,0.732
1996-10-14,0.7343
1996-10-15,0.7412
1996-10-16,0.7312
1996-10-17,0.7278
1996-10-18,0.7165
1996-10-21,0.7192
1996-10-22,0.7288
1996-10-23,0.7308
1996-10-24,0.722
1996-10-25,0.7254
1996-10-28,0.7275
1996-10-29,0.7273
1996-10-30,0.7295
1996-10-31,0.7205
1996-11-01,0.7247
1996-11-04,0.7252
1996-11-05,0.7227
1996-11-06,0.7137
1996-11-07,0.7154
1996-11-08,0.7131
1996-11-11,0.7072
1996-11-12,0.703
1996-11-13,0.7097
1996-11-14,0.7208
1996-11-15,0.715
1996-11-18,0.7229
1996-11-19,0.7242
1996-11-20,0.7235
1996-11-21,0.7433
1996-11-22,0.7393
1996-11-25,0.7396
1996-11-26,0.746
1996-11-27,0.7582
1996-12-02,0.7649
1996-12-03,0.7578
1996-12-04,0.7475
1996-12-05,0.756
1996-12-06,0.7611
1996-12-09,0.763
1996-12-10,0.7653
1996-12-11,0.7617
1996-12-12,0.7645
1996-12-13,0.761
1996-12-16,0.7585
1996-12-17,0.7554
1996-12-18,0.7553
1996-12-19,0.758
1996-12-20,0.76
1996-12-23,0.7571
1996-12-26,0.7553
1996-12-27,0.7507
1996-12-30,0.7431
1996-12-31,0.7515
1997-01-02,0.7538
1997-01-03,0.7408
1997-01-06,0.7414
1997-01-07,0.7363
1997-01-08,0.7396
1997-01-09,0.7356
1997-01-10,0.7377
1997-01-13,0.7418
1997-01-14,0.739
1997-01-15,0.7455
1997-01-16,0.7421
1997-01-17,0.7408
1997-01-20,0.7384
1997-01-21,0.73
1997-01-22,0.741
1997-01-23,0.7465
1997-01-24,0.746
1997-01-27,0.7526
1997-01-28,0.7511
1997-01-29,0.7535
1997-01-30,0.7465
1997-01-31,0.7495
1997-02-03,0.75
1997-02-04,0.7451
1997-02-05,0.7485
1997-02-06,0.7445
1997-02-07,0.7458
1997-02-10,0.7426
1997-02-11,0.7385
1997-02-12,0.7342
1997-02-13,0.7321
1997-02-14,0.731
1997-02-18,0.7165
1997-02-19,0.7223
1997-02-20,0.7333
1997-02-21,0.731
1997-02-24,0.732
1997-02-25,0.7469
1997-02-26,0.752
1997-02-27,0.752
1997-02-28,0.7528
1997-03-03,0.7563
1997-03-04,0.7478
1997-03-05,0.7526
1997-03-06,0.7605
1997-03-07,0.7692
1997-03-10,0.7795
1997-03-11,0.7765
1997-03-12,0.7615
1997-03-13,0.756
1997-03-14,0.7561
1997-03-17,0.7491
1997-03-18,0.742
1997-03-19,0.7392
1997-03-20,0.7425
1997-03-21,0.7335
1997-03-24,0.7398
1997-03-25,0.7259
1997-03-26,0.7265
1997-03-27,0.7283
1997-03-31,0.7135
1997-04-01,0.717
1997-04-02,0.7206
1997-04-03,0.723
1997-04-04,0.73
1997-04-07,0.7289
1997-04-08,0.7225
1997-04-09,0.721
1997-04-10,0.7136
1997-04-11,0.7169
1997-04-14,0.7236
1997-04-15,0.7176
1997-04-16,0.7088
1997-04-17,0.7075
1997-04-18,0.7086
1997-04-21,0.708
1997-04-22,0.7108
1997-04-23,0.7137
1997-04-24,0.7065
1997-04-25,0.722
1997-04-28,0.7225
1997-04-29,0.7267
1997-04-30,0.733
1997-05-01,0.7231
1997-05-02,0.724
1997-05-05,0.719
1997-05-06,0.7202
1997-05-07,0.7192
1997-05-08,0.7212
1997-05-09,0.7198
1997-05-12,0.7265
1997-05-13,0.7233
1997-05-14,0.723
1997-05-15,0.7316
1997-05-16,0.7304
1997-05-19,0.7238
1997-05-20,0.7235
1997-05-21,0.7212
1997-05-22,0.7261
1997-05-23,0.7231
1997-05-27,0.7297
1997-05-28,0.7321
1997-05-29,0.7356
1997-05-30,0.7245
1997-06-02,0.7336
1997-06-03,0.7342
1997-06-04,0.7312
1997-06-05,0.731
1997-06-06,0.7237
1997-06-09,0.7212
1997-06-10,0.7252
1997-06-11,0.7364
1997-06-12,0.7338
1997-06-13,0.7315
1997-06-16,0.7224
1997-06-17,0.7266
1997-06-18,0.7253
1997-06-19,0.7262
1997-06-20,0.727
1997-06-23,0.7209
1997-06-24,0.7339
1997-06-25,0.747
1997-06-26,0.7485
1997-06-27,0.7544
1997-06-30,0.7588
1997-07-01,0.761
1997-07-02,0.759
1997-07-03,0.751
1997-07-07,0.7324
1997-07-08,0.737
1997-07-09,0.7414
1997-07-10,0.738
1997-07-11,0.7339
1997-07-14,0.7348
1997-07-15,0.7424
1997-07-16,0.7418
1997-07-17,0.7478
1997-07-18,0.749
1997-07-21,0.7458
1997-07-22,0.7458
1997-07-23,0.7456
1997-07-24,0.7548
1997-07-25,0.7545
1997-07-28,0.7497
1997-07-29,0.7543
1997-07-30,0.7546
1997-07-31,0.7497
1997-08-01,0.7518
1997-08-04,0.7506
1997-08-05,0.7483
1997-08-06,0.7543
1997-08-07,0.7431
1997-08-08,0.7425
1997-08-11,0.7371
1997-08-12,0.7479
1997-08-13,0.7484
1997-08-14,0.7448
1997-08-15,0.7466
1997-08-18,0.738
1997-08-19,0.7358
1997-08-20,0.7365
1997-08-21,0.7379
1997-08-22,0.7369
1997-08-25,0.731
1997-08-26,0.7227
1997-08-27,0.73
1997-08-28,0.7323
1997-08-29,0.727
1997-09-02,0.732
1997-09-03,0.724
1997-09-04,0.7293
1997-09-05,0.7254
1997-09-08,0.7297
1997-09-09,0.7279
1997-09-10,0.7283
1997-09-11,0.7255
1997-09-12,0.7391
1997-09-15,0.7318
1997-09-16,0.733
1997-09-17,0.7343
1997-09-18,0.7343
1997-09-19,0.7327
