date, value
1993-08-04,0.781
1993-08-05,0.788
1993-08-06,0.7595
1993-08-09,0.7675
1993-08-10,0.7495
1993-08-11,0.701
1993-08-12,0.696
1993-08-13,0.691
1993-08-16,0.714
1993-08-17,0.71
1993-08-18,0.7225
1993-08-19,0.722
1993-08-20,0.7245
1993-08-23,0.7575
1993-08-24,0.7525
1993-08-25,0.765
1993-08-26,0.7605
1993-08-27,0.7759
1993-08-30,0.7834
1993-08-31,0.7739
1993-09-01,0.7895
1993-09-02,0.78
1993-09-03,0.7625
1993-09-07,0.7825
1993-09-08,0.788
1993-09-09,0.822
1993-09-10,0.8315
1993-09-13,0.8155
1993-09-14,0.8265
1993-09-15,0.821
1993-09-16,0.815
1993-09-17,0.8285
1993-09-20,0.8145
1993-09-21,0.771
1993-09-22,0.7855
1993-09-23,0.8165
1993-09-24,0.811
1993-09-27,0.775
1993-09-28,0.774
1993-09-29,0.7565
1993-09-30,0.745
1993-10-01,0.735
1993-10-04,0.7335
1993-10-05,0.719
1993-10-06,0.7205
1993-10-07,0.7205
1993-10-08,0.741
1993-10-11,0.7505
1993-10-12,0.7245
1993-10-13,0.7305
1993-10-14,0.747
1993-10-15,0.751
1993-10-18,0.7815
1993-10-19,0.763
1993-10-20,0.756
1993-10-21,0.775
1993-10-22,0.7715
1993-10-25,0.7425
1993-10-26,0.747
1993-10-27,0.7635
1993-10-28,0.78
1993-10-29,0.793
1993-11-01,0.7755
1993-11-02,0.7885
1993-11-03,0.783
1993-11-04,0.7515
1993-11-05,0.7705
1993-11-08,0.7545
1993-11-09,0.7575
1993-11-10,0.7605
1993-11-11,0.75
1993-11-12,0.729
1993-11-15,0.7385
1993-11-16,0.7565
1993-11-17,0.7485
1993-11-18,0.7805
1993-11-19,0.753
1993-11-22,0.743
1993-11-23,0.7658
1993-11-24,0.7702
1993-11-29,0.7828
1993-11-30,0.7707
1993-12-01,0.7865
1993-12-02,0.763
1993-12-03,0.776
1993-12-06,0.7595
1993-12-07,0.7675
1993-12-08,0.7715
1993-12-09,0.7735
1993-12-10,0.7925
1993-12-13,0.788
1993-12-14,0.801
1993-12-15,0.798
